30.0000000000 -87.5531080000 1.2246250000
30.5865750000 -88.4447330000 1.1821980000
31.1846200000 -89.3539350000 1.1440010000
31.7943570000 -90.5367580000 2.6815990000
32.4160160000 -90.9484560000 2.9715030000
33.0498310000 -91.5620960000 3.3181500000
33.6960370000 -92.2577590000 3.7283320000
34.3548770000 -93.0057070000 4.2091430000
35.0266040000 -93.7917710000 4.7678760000
35.7114600000 -94.6061100000 5.4118800000
36.4097100000 -95.4397580000 6.1484250000
37.1216090000 -96.2835310000 6.9845090000
37.8474310000 -97.1274800000 7.9266720000
38.5874440000 -97.9606090000 8.9807580000
39.3419230000 -98.7707670000 0.1516700000
40.1111560000 -99.5446320000 1.4431550000
40.8954320000 -100.2677840000 2.8574970000
41.6950380000 -100.9247820000 4.3952950000
42.5102810000 -101.4993820000 6.0552500000
43.3414650000 -101.9747470000 7.8338620000
44.1888960000 -102.3337170000 9.7253070000
45.0529020000 -102.5591810000 1.7213150000
45.9338000000 -102.6343990000 3.8109650000
46.8319210000 -102.5434110000 5.9807570000
47.7476010000 -102.2714840000 8.2145630000
48.6811870000 -101.8055040000 0.4937990000
49.6330260000 -101.1344530000 2.7975230000
50.6034740000 -100.2497330000 5.1027680000
51.5928990000 -99.1456380000 7.3848080000
52.6016690000 -97.8196260000 9.6176110000
53.6301650000 -96.2723620000 1.7742650000
54.6787680000 -94.5086520000 3.8274990000
55.7478750000 -92.5365370000 5.7502750000
56.8378870000 -90.3679730000 7.5163350000
57.9492070000 -88.0185700000 9.1007800000
59.0822600000 -85.5073930000 0.4806860000
60.2374690000 -82.8566740000 1.6356120000
61.4152600000 -80.0914690000 2.5481150000
62.6160810000 -77.2391590000 3.2041740000
63.8403850000 -74.3289570000 3.5935630000
65.0886230000 -71.3912960000 3.7100830000
66.3612670000 -68.4572530000 3.5517430000
67.6587980000 -65.5456920000 3.1205290000
68.9816970000 -62.7110060000 2.4227750000
70.3304600000 -59.9704060000 1.4693410000
71.7055970000 -57.3510510000 0.2744520000
73.1076200000 -54.8777920000 8.8557590000
74.5370640000 -52.5726470000 7.2338790000
75.9944460000 -50.4544450000 5.4318920000
77.4803310000 -48.5385670000 3.4747890000
78.9952620000 -46.8368070000 1.3889050000
80.5398180000 -45.3573070000 9.2013320000
82.1145710000 -44.1046070000 6.9393080000
83.7201160000 -43.0798150000 4.6297070000
85.3570560000 -42.2808880000 2.2985120000
87.0260010000 -41.7029840000 9.9703220000
88.7275770000 -41.3389820000 7.6679920000
90.4624250000 -41.1801340000 5.4122910000
92.2311940000 -41.2169230000 3.2216430000
94.0345380000 -41.4403610000 1.1119770000
95.8731540000 -41.8440670000 9.0965880000
97.7477110000 -42.4282190000 7.1861820000
99.6589200000 -43.1846080000 6.9860290000
101.6075060000 -43.3169820000 5.2430710000
103.5941850000 -43.7540930000 3.6262500000
105.6197130000 -44.3461530000 2.1360260000
107.6848450000 -45.0384480000 0.7713990000
109.7903520000 -45.8007510000 9.5296920000
111.9370270000 -46.6124800000 8.4068340000
114.1256790000 -47.4584160000 7.3975850000
116.3571170000 -48.3272250000 6.4958220000
118.6321950000 -49.2110710000 5.6947450000
120.9517520000 -50.1058540000 4.9871240000
123.3166580000 -51.0123790000 4.3654760000
125.7278060000 -60.3652730000 5.0974640000
128.1860960000 -58.7976190000 4.8734460000
130.6924590000 -58.7276990000 4.6637620000
133.2478330000 -58.7895160000 4.4673830000
135.8531490000 -58.9112210000 4.2833690000
138.5094300000 -59.0695230000 4.1108480000
141.2176360000 -59.2540090000 3.9490220000
143.9787900000 -59.4837880000 3.7976790000
146.7939300000 -59.7069510000 3.6557890000
149.6641240000 -59.9471660000 3.5225330000
152.5904390000 -60.2044600000 3.3973370000
155.5739590000 -60.4798850000 3.2796730000
158.6158140000 -60.7756610000 3.1690510000
161.7171480000 -61.0955540000 3.0650210000
164.8791350000 -61.4457320000 2.9671650000
168.1029360000 -61.8365780000 2.8751000000
171.3897710000 -62.3831210000 3.1993270000
174.7408600000 -62.6136590000 3.1695130000
178.1574860000 -62.9563100000 3.3624270000
181.6409150000 -63.2528340000 3.3958200000
185.1924440000 -63.5880660000 3.4488050000
188.8134160000 -63.9468500000 3.5229510000
192.5051880000 -64.3243480000 3.6199790000
196.2691500000 -64.7181850000 3.7417550000
200.1067050000 -65.1268460000 3.8902780000
204.0192870000 -65.5490570000 4.0676740000
208.0083770000 -65.9836200000 4.2761770000
212.0754700000 -66.4292070000 4.5181160000
216.2220760000 -66.8843310000 4.7958860000
220.4497530000 -67.3472600000 5.1119220000
224.7601010000 -67.8160020000 5.4686790000
229.1547240000 -68.2882610000 5.8685830000
233.6352690000 -68.7614140000 6.3140010000
238.2034300000 -69.2324910000 6.8071960000
242.8609010000 -69.6981740000 7.3502780000
247.6094360000 -70.1547780000 7.9451650000
252.4508210000 -70.5982820000 8.5935190000
257.3868710000 -71.0243070000 9.2966990000
262.4194340000 -71.4281620000 0.0557050000
267.5503850000 -71.8048550000 0.8711220000
272.7816770000 -72.1491170000 1.7430760000
278.1152340000 -72.4554750000 2.6711660000
283.5530700000 -72.7182920000 3.6544250000
289.0972600000 -72.9317170000 4.6912920000
294.7498170000 -73.0901340000 5.7795440000
300.5129390000 -73.1875150000 6.9162920000
306.3887020000 -73.2184450000 8.0979400000
312.3793640000 -73.1773680000 9.3201980000
318.4871830000 -73.0222320000 0.5774670000
324.7143860000 -72.8211900000 1.8641070000
331.0633850000 -72.5339280000 3.1742310000
337.5364990000 -72.1567540000 4.5007990000
344.1361690000 -71.6866530000 5.8362010000
350.8648990000 -71.1213680000 7.1722910000
357.7251890000 -70.4595340000 8.5004770000
364.7196040000 -69.7007290000 9.8117600000
371.8508000000 -68.8455660000 1.0969050000
379.1213990000 -67.8957750000 2.3464780000
386.5341800000 -66.8542630000 3.5509910000
394.0918880000 -65.5062710000 4.6997340000
401.7973630000 -64.2881390000 5.7739560000
409.6535340000 -62.9952200000 6.7748260000
417.6632690000 -61.6361660000 7.6937900000
425.8296200000 -60.2214090000 8.5228770000
434.1556700000 -58.7636180000 9.2547680000
442.6445010000 -57.2783280000 9.8829120000
451.2993160000 -55.7851490000 0.4016380000
460.1233520000 -54.3101160000 0.8062400000
469.1199040000 -52.8906670000 1.0930290000
478.2923890000 -51.7733990000 2.8878970000
487.6441960000 -49.6335910000 3.0203970000
497.1788640000 -47.8060610000 3.0328980000
506.8999330000 -46.1017990000 3.9554440000
516.8110960000 -43.9946670000 3.7863240000
526.9160770000 -42.0690040000 3.5040660000
537.2185670000 -40.2423320000 3.1125600000
547.7225340000 -38.4990960000 2.6166730000
558.4318850000 -36.8375630000 2.0221630000
569.3506470000 -35.2605130000 1.3356090000
580.4828490000 -33.7724230000 0.5643010000
591.8327640000 -31.4592950000 9.7109530000
603.4046020000 -30.1411670000 8.7666050000
615.2026370000 -28.9265100000 7.7612230000
627.2313840000 -27.8200320000 6.7036970000
639.4953610000 -26.8264620000 5.6030120000
651.9990840000 -25.9509960000 4.4681700000
664.7473140000 -25.2000200000 3.3080290000
677.7447510000 -35.4378810000 2.1443790000
690.9963990000 -34.8894770000 1.5325530000
704.5070800000 -42.8765750000 1.0069260000
718.2819820000 -42.1727450000 2.7522850000
732.3261720000 -40.9605140000 2.5349770000
746.6450200000 -39.9476740000 2.2917140000
761.2437740000 -39.0262490000 2.0232120000
776.1279910000 -38.1648450000 1.7302420000
791.3032230000 -37.3502620000 1.4136390000
806.7752080000 -36.5782240000 1.0742820000
822.5496830000 -35.8476260000 0.7131040000
838.6325680000 -35.1610110000 0.3310810000
855.0299680000 -34.6976810000 0.3353690000
871.7479250000 -33.8126490000 9.9229930000
888.7927860000 -33.0894170000 9.4928590000
906.1708980000 -32.4249110000 9.0460760000
923.8888550000 -31.8052880000 8.5837570000
941.9531860000 -31.2273670000 8.1070540000
960.3707280000 -30.6919670000 7.6171170000
979.1483760000 -30.2031140000 7.1151160000
998.2931520000 -30.1084650000 7.1804330000
1017.8123170000 -29.3175620000 6.7720600000
1037.7131350000 -28.8072910000 6.3746380000
1058.0029300000 -28.3576870000 5.9771940000
1078.6895750000 -27.9429190000 5.5798320000
1099.7806400000 -27.5540220000 5.1826690000
1121.2841800000 -27.1867430000 4.7858120000
1143.2080080000 -26.8386840000 4.3893780000
1165.5606690000 -26.5083600000 3.9934730000
1188.3502200000 -26.1947820000 3.5982190000
1211.5854490000 -25.9050350000 3.2043760000
1235.2750240000 -25.6238710000 2.8116490000
1259.4277340000 -25.3578830000 2.4200650000
1284.0527340000 -25.1068250000 2.0297360000
1309.1591800000 -24.8705250000 1.6407830000
1334.7564700000 -24.6488880000 1.2533260000
1360.8542480000 -24.4418680000 0.8674850000
1387.4624020000 -24.2494790000 0.4833810000
1414.5908200000 -24.0717790000 0.1011370000
1442.2495120000 -23.9131150000 9.7209430000
1470.4492190000 -23.7654440000 9.3432390000
1499.2000730000 -23.6329020000 8.9678250000
1528.5131840000 -23.5157360000 8.5948240000
1558.3995360000 -23.4142490000 8.2243650000
1588.8701170000 -23.3288100000 7.8565810000
1619.9365230000 -23.2598500000 7.4915960000
1651.6103520000 -23.2078760000 7.1295390000
1683.9034420000 -23.1311450000 6.7703060000
1716.8280030000 -23.1128200000 6.4101560000
1750.3962400000 -23.1138550000 6.0529420000
1784.6208500000 -23.1352420000 5.6987900000
1819.5146480000 -23.1781410000 5.3478210000
1855.0908200000 -23.2471940000 5.0001790000
1891.3624270000 -23.3375260000 4.6560380000
1928.3432620000 -23.7218890000 4.3288250000
1966.0472410000 -23.8707140000 4.0064290000
2004.4884030000 -24.2550910000 3.6890880000
2043.6811520000 -24.4713940000 3.3858350000
